taskId,taskName,sectionId,parentTaskId,completed,due,priority,description,parentTask,section,assignee,createdDate,completedDate
7178628524,Project - Healthy Gamer ADHD Module,132010213,,TRUE,29 Aug 14:30,4,,,Tuesday,,2023-08-29T12:19:47.275259Z,2023-08-29T13:40:05.307552Z
7178007643,Project - Dad Visit,132010213,,TRUE,29 Aug 13:30,4,,,Tuesday,,2023-08-29T08:26:49.745756Z,2023-08-29T12:18:21.094488Z
7019883533,dermatology phone appointment,132010213,,TRUE,29 Aug 16:40,4,,,Tuesday,,2023-07-04T08:59:14.830870Z,2023-08-29T11:42:39.383882Z
7177980236,Lunch,132010213,,TRUE,29 Aug 13:00,4,,,Tuesday,,2023-08-29T08:16:53.500377Z,2023-08-29T11:42:31.539081Z
7177977807,Ring Fit Adventure,132010213,,TRUE,29 Aug 12:00,4,,,Tuesday,,2023-08-29T08:15:55.463837Z,2023-08-29T11:42:30.548569Z
7174465368,Plant care - hydrogen peroxide,132010213,,TRUE,2023-08-29 11:45,4,,,Tuesday,,2023-08-28T08:43:02.582077Z,2023-08-29T09:49:13.947127Z
7177976714,Work,132010213,,TRUE,2023-08-29 9:30,4,,,Tuesday,,2023-08-29T08:15:28.566767Z,2023-08-29T09:49:06.095731Z
7174313474,Videogames n chill,132010210,,TRUE,28 Aug 21:00,4,,,Monday,,2023-08-28T07:52:14.968481Z,2023-08-28T19:50:51.320126Z
7174312889,"Dinner prep, Dinner and TV, stretching",132010210,,TRUE,28 Aug 18:45,4,,,Monday,,2023-08-28T07:52:01.120401Z,2023-08-28T19:50:49.133668Z
7175918489,Leisure,132010210,,TRUE,2023-08-28 17:00,4,,,Monday,,2023-08-28T16:06:53.755081Z,2023-08-28T16:07:32.590429Z
7174415407,Put away laundry,132010210,,TRUE,2023-08-28 16:50,4,,,Monday,,2023-08-28T08:27:04.278823Z,2023-08-28T16:06:24.607409Z
7174503689,Text dad about his schedule,132010210,,TRUE,Aug 28,4,,,Monday,,2023-08-28T08:56:35.291190Z,2023-08-28T14:51:52.812630Z
7174209107,Project - Dutch A2 Proficiency,132010210,,TRUE,28 Aug 16:30,4,"Duolingo, Anki Decks, Busuu",,Monday,,2023-08-28T07:14:48.130842Z,2023-08-28T14:51:31.310829Z
7174210048,figure out how long will take to finish dutch duo course,132010210,7174209107,TRUE,,4,,Project - Dutch A2 Proficiency,Monday,,2023-08-28T07:15:11.776128Z,2023-08-28T14:49:57.803625Z
7174330385,Project - Redesign and relaunch blog,132010210,,TRUE,28 Aug 16:00,4,,,Monday,,2023-08-28T07:58:15.726699Z,2023-08-28T14:25:45.063471Z
7095749806,Send out MeFi Card Club Cards,132010210,,TRUE,28 Aug 15:00,4,"hapaxes.legomenon        1617 E Willow Drive Olathe Kansas, 66062            Every month!  ---  Johnny Wallflower           Johnny Wallflower  1212-345 Quebec St  Victoria BC V8V 1W4  Canada  August 26, National Dog Day  ---  honey badger     Jennifer Chou  2737 Acton St  Berkeley, CA 94702  August - My Birthday Month!  Please address cards to J. Chou, not honey badger. I love 4-legged baby mammals; Crone Island; F*ck the Patriarchy",,Monday,,2023-07-31T14:33:46.393343Z,2023-08-28T13:53:53.865005Z
7174212100,Work,132010210,,TRUE,28 Aug 13:30,4,,,Monday,,2023-08-28T07:16:00.622901Z,2023-08-28T12:36:14.489460Z
